вул. Дарвіна
вул. Драгомирова
вул. Предславинська
вул. Липківського (Урицького)
вул. Паньківська
вул. Лаврухіна
вул. Василенка
вул. Зарічна
вул. Бендукідзе
вул. Цісик (Гамарника)
вул. Урлівська
Печерський узвіз
вул. Саперне Поле
вул. Крайня
вул. Причальна
вул. Микільсько-Ботанічна
вул. Предславинська
вул. Героїв Дніпра
вул. Максимовича (Онуфрія Трутенко)
вул. Замковецька
вул. Симоненко
вул. Коновальця (Щорса)
вул. Назарівська (Вєтрова)
вул. Регенераторна
просп. Перемоги (Брест-Литовський)
вул. Стеценка
просп. Героїв Сталінграда
просп. Голосіївський (40-річчя Жовтня)
бульв. Гавела (Івана Лепсе)
вул. Б. Житомирська
вул. І. Павла ІІ (Патріса Лумумби)
вул. Регенераторна
вул. Ковпака
вул. Бойчука (Кіквідзе)
вул. Максимовича (Онуфрія Трутенко)
просп. Курбаса (50-річчя Жовтня)
просп. Героїв Сталінграда
вул. Вишгородська
вул. Урлівська
вул. Дегтярівська
Харківське ш.
вул. Урлівська
просп. Перемоги (Брест-Литовський)
вул. Ломоносова
вул. Заболотного
вул. Маккейна (Івана Кудрі)
вул. Толстого
вул. Солом'янська
просп. Героїв Сталінграда
вул. Каховська
вул. Теремківська
вул. Микільсько-Слобідська
вул. Тимошенко
вул. Зарічна
вул. Закревського
вул. Конєва
вул. Туполєва
вул. Сверстюка (Марини Раскової)
просп. Соборності (Поєднання)
вул. Гедройця (Тверська)
вул. Сверстюка (Марини Раскової)
вул. Жилянська
бульв. Кольцова
вул. Драгоманова
просп. Перемоги (Брест-Литовський)
вул. Драгоманова
вул. Маккейна (Івана Кудрі)
Наддніпрянське ш.
вул. Урлівська
вул. Богданівська
вул. Зодчих
вул. Тургенєвська
вул. Герцена
вул. Руденко
вул. Грушевського
вул. Миколи Голого (Лебедєва-Кумача)
вул. Омельяновича-Павленка (Суворова)
вул. Північно-Сирецька
вул. Б. Житомирська
бульв. Українки
вул. Тютюнника (Анрі Барбюса)
вул. Данченко
вул. Ковпака
вул. Радченко
вул. Лебедєва
вул. Драгомирова
вул. Драгомирова
вул. Набережно-Рибальська
вул. Сергія Колоса (Леніна)
вул. Причальна
просп. Перемоги (Брест-Литовський)
просп. Визволителів
вул. Сверстюка (Марини Раскової)
вул. Набережно-Рибальська
просп. Порика
вул. Гречка
вул. Зарічна
просп. Бажана
вул. Радченко
вул. Михайлівська
вул. Ломоносова
вул. Щербаківського (Щербакова)
вул. Симоненко
Дніпровська наб.
вул. Драгомирова
вул. Андріївська
вул. Копилівська
вул. Урлівська
вул. Єреванська
вул. Драгоманова
ЖК Stanford
просп. Правди
просп. Комарова
просп. Правди
вул. Толстого
Харківське ш.
ЖК Лебединий
вул. Паторжинського
просп. Повітрофлотський
просп. Правди
вул. Алмазова (Кутузова)
ЖК 52 Перлина (Pechersk Plaza)
вул. Малиновського
вул. Райдужна
вул. Маланюка (Степана Сагайдака)
вул. Дінця
вул. Федорова
вул. Срібнокільська
ЖК Nordica Residence
вул. Липківського (Урицького)
вул. Дінця
вул. Маланюка (Степана Сагайдака)
просп. Перемоги (Брест-Литовський)
вул. Парково-Сирецька (Шамрило Тимофія)
вул. Ломоносова
просп. Маяковського
вул. Багговутівська
бульв. Дарницький
вул. Чавдар
Наддніпрянське ш.
просп. Героїв Сталінграда
просп. Правди
вул. Конєва
вул. Воскресенська
вул. Саперне Поле
Ясиноватський пров.
вул. Потапова
вул. Кондратюка
вул. Чаадаєва
вул. Пчілки
вул. Гречка
вул. Саперне Поле
вул. Глибочицька
вул. Причальна
вул. Болсунівська (Сергія Струтинського)
вул. Сікорського (Танкова)
вул. Костанайська
вул. Богатирська
вул. Малоземельна
вул. Спаська
вул. Прорізна
вул. Милославська
ЖК Бульвар Фонтанів
вул. Драгомирова
бульв. Гавела (Івана Лепсе)
вул. Данченко
вул. Шолуденко
Михайлівський пров.
ЖК CRYSTAL RESIDENCE
вул. Бойчука (Кіквідзе)
вул. Антоновича (Горького)
вул. Ольжича
вул. Ревуцького
ЖК Берег Дніпра
вул. Практична
вул. Жмаченко
вул. Скрипника (Микола Островського)
вул. Коновальця (Щорса)
просп. Бажана
просп. Григоренко
ЖК Manhattan city
вул. Драгомирова
вул. Данченко
Бутишів (Андрія Іванова) пров.
вул. Маккейна (Івана Кудрі)
вул. Лейпцизька
просп. Правди
вул. Болсунівська (Сергія Струтинського)
вул. Драгомирова
вул. Старонаводницька
вул. Протасів Яр
Дніпровська наб.
просп. Лобановського (Червонозоряний)
Дніпровська наб.
вул. Павлівська
вул. Ломоносова
вул. Ахматової
бульв. Вернадського
Балтійський пров.
вул. Липківського (Урицького)
вул. Резницька
вул. Каховська
вул. Закревського
вул. Сверстюка (Марини Раскової)
просп. Правди
просп. Героїв Сталінграда
просп. Правди
вул. Героїв Дніпра
вул. Б. Житомирська
вул. Корольова
вул. Крушельницької
вул. Регенераторна
вул. Голосіївська
вул. Старокиївська
Дніпровська наб.
просп. Героїв Сталінграда
вул. Сікорського (Танкова)
вул. Саксаганського
вул. Драгоманова
вул. Героїв Дніпра
вул. Велика Васильківська (Червоноармійська)
вул. Малевича (Василя Боженка)
вул. Юрківська
вул. Нагірна
вул. Щекавицька
Жуковського пров.
вул. Павлівська
вул. Маккейна (Івана Кудрі)
вул. Бальзака
вул. Приозерна
вул. Інститутська
просп. Правди
вул. Коновальця (Щорса)
вул. Зарічна
вул. Стражеска
Харківське ш.
вул. Жилянська
вул. Бориспільська
вул. Воскресенська
вул. Дігтярна
вул. Сім'ї Прахових (Гайдара)
вул. Богатирська
вул. Мурашка
вул. Щусєва
вул. Андрющенко
вул. Ділова (Георгія Димитрова)
просп. Перемоги (Брест-Литовський)
вул. Маккейна (Івана Кудрі)
вул. Драйзера
вул. Срібнокільська
вул. Туманяна
просп. Відрадний (Чубаря)
вул. Попова
вул. Зелена
вул. Курчатова
вул. Архипенко (Залки Мате)
вул. Здолбунівська
вул. Градинська
Дніпровська наб.
вул. Теремківська
бульв. Українки
вул. Ушинського
Бондарський пров.
вул. Милославська
просп. Героїв Сталінграда
вул. Практична
вул. Герцена
вул. Тургенєвська
вул. Магнітогорська
просп. Героїв Сталінграда
вул. Полтавська
просп. Перемоги (Брест-Литовський)
вул. Річкова
вул. Ярославська
вул. Деміївська
вул. Саперне Поле
вул. Каховська
вул. Бойчука (Кіквідзе)
вул. Хрещатик
вул. Червоноткацька
вул. Грушевського
вул. Драгоманова
вул. Каховська
вул. Антоновича (Горького)
вул. Максимовича (Онуфрія Трутенко)
вул. Драгомирова
ЖК POLARIS Home&Plaza
Комфортна та сучасна
вул. Паторжинського
просп. Голосіївський (40-річчя Жовтня)
Харківське ш.
вул. Йорданська (Гавро Лайоша)
ЖК Ярославів Град
вул. Вільямса
вул. Жмаченко
вул. Радченко
Ясиноватський пров.
ЖК Бульвар Фонтанів
вул. Вишгородська
вул. Вишгородська
вул. Герцена
вул. Предславинська
вул. Вербицького
вул. Тарасівська
ЖК Olympic Park
вул. Липківського (Урицького)
вул. Кирилівська (Фрунзе)
Маршака пров.
вул. Берковецька
вул. Драгоманова
вул. Хмельницького
вул. Драгоманова
вул. Сверстюка (Марини Раскової)
вул. Лисянська
вул. Антоновича (Горького)
вул. Максимовича (Онуфрія Трутенко)
Дніпровська наб.
вул. Васильківська
вул. Панельна
вул. Драгомирова
вул. Виборзька
вул. Гулака
вул. Маланюка (Степана Сагайдака)
вул. Антоновича (Горького)
вул. Болсунівська (Сергія Струтинського)
вул. Каховська
вул. Осокорська
вул. Липківського (Урицького)
вул. Срібнокільська
бульв. Гавела (Івана Лепсе)
вул. Теліги
вул. Ахматової
просп. Перемоги (Брест-Литовський)
вул. Саксаганського
бульв. Українки
вул. Радистів
вул. Лисенка
вул. Максимовича (Онуфрія Трутенко)
просп. Перемоги (Брест-Литовський)
Дніпровська наб.
вул. Коновальця (Щорса)
Дніпровська наб.
вул. Золотоустівська
вул. Північно-Сирецька
вул. Дяченка
вул. Драгомирова
вул. Лобачевського
вул. Толстого
вул. Вербицького
вул. І. Павла ІІ (Патріса Лумумби)
вул. Бережанська
вул. Сверстюка (Марини Раскової)
просп. Героїв Сталінграда
просп. Перемоги (Брест-Литовський)
вул. Львівська
вул. Драгоманова
просп. Перемоги (Брест-Литовський)
вул. Здолбунівська
просп. Перемоги (Брест-Литовський)
вул. Антоновича (Горького)
бульв. Українки
вул. Наумова
вул. Богомольця
вул. Бойчука (Кіквідзе)
вул. Бойчука (Кіквідзе)
вул. Голосіївська
вул. Малевича (Василя Боженка)
вул. Сім'ї Ідзіковських (Михайло Мішина)
вул. Володимирська
Балтійський пров.
вул. Феодосійська
вул. Кібальчича
вул. Ревуцького
вул. Предславинська
вул. Коновальця (Щорса)
вул. Антоновича (Горького)
Машинобудівний пров.
вул. Гаврилишина (Ванди Василевської)
Харківське ш.
вул. Ломоносова
вул. Сверстюка (Марини Раскової)
вул. Гонгадзе (Машинобудівна)
просп. Повітрофлотський
вул. Маккейна (Івана Кудрі)
вул. Старонаводницька
вул. Практична
просп. Оболонський
вул. Причальна
вул. Микільсько-Ботанічна
вул. Бойчука (Кіквідзе)
вул. Глибочицька
вул. Драгомирова
вул. Глибочицька
вул. Велика Васильківська (Червоноармійська)
вул. Тимошенко
вул. Ентузіастів
Іпсілантіївський (Аїстова) пров.
вул. Туманяна
вул. Драгомирова
вул. Чорновола (Косіора)
вул. Болсунівська (Сергія Струтинського)
вул. Підвисоцького
просп. Оболонський
вул. Драгомирова
вул. Котельникова
вул. Нижньоключова
Дніпровська наб.
вул. Радченко
вул. Ясногірська
вул. Каховська
ЖК Washington Concept House
вул. Дмитрівська
вул. Оболонська набережна
вул. Чорновола (Косіора)
бульв. Дружби народів
вул. Метрологічна
ЖК Forward
вул. Коновальця (Щорса)
Наддніпрянське ш.
Микільський (Січневий) пров.
вул. Коласа
ЖК Dibrova Park
бульв. Вернадського
вул. Калнишевського (Михайло Майорова)
просп. Повітрофлотський
вул. Микільсько-Слобідська
просп. Перемоги (Брест-Литовський)
вул. Березнева
ЖК Krauss Gallery
вул. Пчілки
просп. Героїв Сталінграда
просп. Перемоги (Брест-Литовський)
вул. Ломоносова
вул. Протасів Яр
вул. Нижньоключова
вул. Кулібіна
вул. Пчілки
вул. Симиренко
вул. Регенераторна
вул. Ахматової
вул. Коновальця (Щорса)
вул. Віфлеємська (Академіка Шліхтера)
вул. Гмирі
вул. Голосіївська
бульв. Вернадського
просп. Соборності (Поєднання)
вул. Антоновича (Горького)
вул. Регенераторна
вул. Калнишевського (Михайло Майорова)
вул. Стеценка
бульв. Кольцова
просп. Палладіна
вул. Тютюнника (Анрі Барбюса)
вул. Львівська
Мар'яненка пров.
вул. Вишгородська
Дніпровська наб.
Андріївський Узвіз
вул. Урлівська
бульв. Гавела (Івана Лепсе)
Балтійський пров.
вул. Багговутівська
ЖК CRYSTAL RESIDENCE
Балтійський пров.
вул. Воробйова (Курська)
вул. Гончара
вул. Лейпцизька
вул. Тираспільська
ЖК Diadans
вул. Краківська
вул. Сабурова
вул. Глибочицька
просп. Героїв Сталінграда
ЖК Chalet
вул. Івана Мазепи (Січневого повстання)
вул. Радченко
вул. Алмазова (Кутузова)
вул. Городецького
вул. Маланюка (Степана Сагайдака)
вул. Каховська
ЖК Svitlo Park
вул. Вишняківська
вул. Миропільська
вул. Феодосійська
вул. Малевича (Василя Боженка)
вул. Тютюнника (Анрі Барбюса)
вул. Коновальця (Щорса)
Дніпровська наб.
вул. Маланюка (Степана Сагайдака)
вул. Жилянська
просп. Оболонський
вул. Павлівська
Крутий спуск
вул. Берковецька
вул. Оболонська набережна
вул. Зарічна
вул. Юнацька
просп. Правди
вул. Драгомирова
вул. Драгомирова
вул. Крайня
Харківське ш.
просп. Правди
просп. Перемоги (Брест-Литовський)
вул. Братиславська
вул. Краснопільська
бульв. Гавела (Івана Лепсе)
вул. Тютюнника (Анрі Барбюса)
вул. Північно-Сирецька
вул. Гарматна
бульв. Гавела (Івана Лепсе)
просп. Героїв Сталінграда
вул. Бойчука (Кіквідзе)
вул. Кривоноса
ЖК Ярославів Град
вул. Бориспільська
вул. Ревуцького
вул. Маккейна (Івана Кудрі)
вул. Радченко
вул. Чаадаєва
ЖК Manhattan city
вул. Липківського (Урицького)
вул. Клавдіївська
вул. Заболотного
вул. Ломоносова
ЖК Володимирський
Дніпровська наб.
вул. Поліська
вул. Іскрівська
вул. Ризька
просп. Правди
вул. Антоновича (Горького)
Житловий район
вул. Салютна
вул. Омельяновича-Павленка (Суворова)
вул. Стуса
бульв. Українки
вул. Вишняківська
вул. Тютюнника (Анрі Барбюса)
Виноградний пров.
просп. Перемоги (Брест-Литовський)
Дніпровська наб.
просп. Перемоги (Брест-Литовський)
вул. Туполєва
вул. Старонаводницька
Балтійський пров.
вул. Бойчука (Кіквідзе)
вул. Бастіонна
вул. Ревуцького
вул. Болсунівська (Сергія Струтинського)
просп. Повітрофлотський
вул. Золотоустівська
вул. Русовий
вул. Саксаганського
вул. Теремківська
вул. Кібальчича
вул. Радченко
просп. Голосіївський (40-річчя Жовтня)
Лисогірський узвіз
вул. Гоголівська
вул. Тютюнника (Анрі Барбюса)
вул. Солом'янська
просп. Героїв Сталінграда
вул. Глибочицька
вул. Жилянська
вул. Доброхотова
вул. Жилянська
просп. Відрадний (Чубаря)
вул. Предславинська
Іпсілантіївський (Аїстова) пров.
вул. Глибочицька
просп. Голосіївський (40-річчя Жовтня)
просп. Оболонський
вул. Багговутівська
просп. Правди
вул. Причальна
вул. Бойчука (Кіквідзе)
вул. Радистів
вул. Лук'янівська
просп. Правди
вул. Шевельова (Микола Руднєва)
просп. Героїв Сталінграда
вул. Єфремова (Уборевича Командарма)
Балтійський пров.
вул. Бойчука (Кіквідзе)
вул. Івана Мазепи (Січневого повстання)
вул. Гришко
вул. Сім'ї Сосніних
Харківське ш.
вул. Будищанська
МФК Intergal City
вул. Мечнікова
Дніпровська наб.
просп. Маяковського
вул. Гончара
вул. І. Павла ІІ (Патріса Лумумби)
ЖК Rusaniv Residence
просп. Героїв Сталінграда
вул. Драгомирова
вул. Драгомирова
просп. Героїв Сталінграда
ЖК Olympic Park
вул. Драгомирова
пл. Бессарабська
вул. Ломоносова
вул. Тираспільська
вул. Франка
вул. Шовковична
ЖК Берег Дніпра
просп. Голосіївський (40-річчя Жовтня)
вул. Ломоносова
просп. Героїв Сталінграда
вул. Регенераторна
вул. Салютна
вул. Саперне Поле
